crewID,Name,birth_year,end_year
nm0000394,Chris Farley,1964,1997
nm0005450,David Spade,1964,
nm0001513,Tim Matheson,1947,
nm0002056,Christine Ebersole,1953,
nm0790715,Penelope Spheeris,1945,
nm0937748,Fred Wolf,1964,
nm0584427,Lorne Michaels,1944,
nm0743919,William Ross,1948,
nm0645401,Daryn Okada,,
nm0830615,Kevin Stitt,,
nm0000136,Johnny Depp,1963,
nm0153733,Courtney Chase,1988,
nm0000824,John Badham,1939,
nm0006265,Arthur B. Rubinstein,1938,2018
nm0906096,Roy H. Wagner,1947,
nm0607359,Frank Morriss,1927,2013
nm0849232,Ned Tanen,1931,2009
nm0000210,Julia Roberts,1967,
nm0000518,John Malkovich,1953,
nm0170552,George Cole,1925,2015
nm0002091,Michael Gambon,1940,2023
nm0001241,Stephen Frears,1941,
nm0553168,Valerie Martin,,
nm0358960,Christopher Hampton,1946,
nm0382278,Norma Heyman,1937,
nm0849231,Nancy Graham Tanen,,
nm0513791,Mark Lipsky,,
nm0000552,Eddie Murphy,1961,
nm0005300,Allen Payne,1968,
nm0362429,Kadeem Hardison,1965,
nm0000127,Wes Craven,1939,2015
nm0528487,Vernon Lynch,,
nm0614151,Charlie Murphy,1959,2017
nm0524710,Michael Lucker,,
nm0662134,Chris Parker,,
nm0937800,Jeffrey Wolf,,
nm0000459,Timothy Hutton,1960,
nm0001187,Noah Emmerich,1965,
nm0001272,Annabeth Gish,1971,
nm0001130,Ted Demme,1963,2002
nm0347465,David A. Stewart,1952,
nm0001877,Hans Zimmer,1957,
nm0000526,Samantha Mathis,1970,
nm0005148,Delroy Lindo,1952,
nm0000247,John Woo,1946,
nm0003662,Graham Yost,1959,
nm0045927,Bill Badalato,,
nm0151835,Terence Chang,,
nm0330428,Mark Gordon,1956,
nm0367733,Tim Harvey,1936,
nm0540585,Michael Maloney,1957,
nm0001972,Richard Briers,1934,2013
nm0153381,Hetta Charnley,,
nm0001058,Joan Collins,1933,
nm0950788,Jimmy Yuill,1959,
nm0484249,Roger Lanser,,
nm0268294,Neil Farrell,1956,
nm0690720,Giuseppe Ponturo,,
nm0001993,Vincent Cassel,1966,
nm0468003,Hubert Koundé,1970,
nm0846548,Saïd Taghmaoui,1973,
nm0315760,Abdel Ahmed Ghili,,
nm0440913,Mathieu Kassovitz,1967,
nm0744384,Christophe Rossignon,,
nm1125169,Assassin,,
nm0044545,Pierre Aïm,1959,
nm0829054,Scott Stevenson,,
nm0112374,Nick Broomfield,1948,
nm3189486,Nina Xining Zuo,,
nm0001959,Corinne Bohrer,1958,
nm0074011,David Bergeaud,,
nm0460069,Paul Kloss,,
nm0089238,Susan J. Bloom,,
nm0612529,Charles Mulvehill,,
nm0000131,John Cusack,1966,
nm0000732,Danny Aiello,1933,2019
nm0000887,Harold Becker,1928,
nm0513601,Ken Lipper,1941,
nm0001707,Paul Schrader,1946,
nm0325743,Bo Goldman,1932,2023
nm0605758,David Moritz,,
nm0005561,Luke Wilson,1971,
nm0005562,Owen Wilson,1968,
nm0235684,Ned Dowd,1950,
nm0288800,Shea Fowler,1985,
nm0027572,Wes Anderson,1969,
nm0362936,Cynthia Hargrave,,2021
nm0686895,Polly Platt,1939,2011
nm0006205,Mark Mothersbaugh,1950,
nm0005934,Robert D. Yeoman,1951,
nm0006268,Craig Safan,1948,
nm0001122,Ellen DeGeneres,1958,
nm0000597,Bill Pullman,1953,
nm0000349,Joan Cusack,1962,
nm0001777,Dean Stockwell,1936,2021
nm0145309,Nick Castle,1947,
nm0558533,Chris Matheson,1959,
nm0251328,Kerry Ehrin,,
nm0613248,Craig Munson,,
nm0441794,Marty Katz,,
nm0005749,Jeffrey Jur,1955,
nm0000501,Ray Liotta,1954,2022
nm0000400,Linda Fiorentino,1958,
nm0001075,Peter Coyote,1941,
nm0001093,John Dahl,1956,
nm0311469,Bill Geddie,1955,2023
nm0209569,Dino De Laurentiis,1919,2010
nm0776646,Martha De Laurentiis,1954,2021
nm0324122,Jeff Gourson,1946,
nm0001191,Adam Sandler,1966,
nm0100866,Julie Bowen,1970,
nm0062844,Frances Bay,1919,2011
nm0240797,Dennis Dugan,1946,
nm0379056,Tim Herlihy,1966,
nm0800465,Robert Simonds,1964,
nm0016473,Arthur Albert,1946,
nm0185088,Joel Cox,1942,
nm0000142,Clint Eastwood,1930,
nm0000658,Meryl Streep,1949,
nm0179960,Annie Corley,,
nm0805789,Victor Slezak,1957,
nm0481418,Richard LaGravenese,1959,
nm0909077,Robert James Waller,1939,2017
nm0006215,Lennie Niehaus,1929,2020
nm0005726,Jack N. Green,1946,
nm0716690,Inez Regnier,1945,
nm0775056,Maria Schrader,1965,
nm0762997,Pierre Sanoussi-Bliss,1962,
nm0901908,Michael von Au,1964,
nm0873142,Elisabeth Trissenaar,1944,2024
nm0246903,Doris Dörrie,1955,
nm0399338,Gerd Huber,,
nm0781496,Renate Seefeldt,1938,
nm0718426,Niki Reiser,1958,
nm0005927,Helge Weindler,1947,1996
nm0366337,James V. Hart,1947,
nm0000347,Tim Curry,1946,
nm0175262,Billy Connolly,1942,
nm0766837,Jennifer Saunders,1958,
nm0084107,Kevin Bishop,1980,
nm0005008,Brian Henson,1963,
nm0485298,David Lane,1940,
nm0829044,Robert Louis Stevenson,1850,1894
nm0432075,Jerry Juhl,1938,2005
nm0857130,Kirk R. Thatcher,1962,
nm0877258,Christy Turlington,1969,
nm0015823,Azzedine Alaïa,1940,2017
nm0004714,Giorgio Armani,1934,
nm1193699,Nadja Auermann,1971,
nm0494889,Robert Leacock,1949,
nm3030395,Sug Villa,,
nm1723640,Leigh Gorman,1961,
nm0572229,Malcolm McLaren,1946,2010
nm0320113,Milton Moses Ginsberg,1935,2021
nm0742475,Steven Rosenblum,,
nm0000521,Sophie Marceau,1966,
nm0001526,Patrick McGoohan,1928,2009
nm0005171,Angus Macfadyen,1963,
nm0908824,Randall Wallace,1949,
nm0202704,Bruce Davey,,
nm0480440,Alan Ladd Jr.,1937,2022
nm0000035,James Horner,1953,2015
nm0001799,John Toll,1952,
nm0152469,Michael Chapman,1935,2020
nm0001732,Cybill Shepherd,1950,
nm0000983,Albert Brooks,1947,
nm0680539,Julia Phillips,1944,2002
nm0680635,Michael Phillips,1943,
nm0002136,Bernard Herrmann,1911,1975
nm0910996,Nathan Wang,1956,
nm0000329,Jackie Chan,1954,
nm0611315,Anita Mui,1963,2003
nm0948123,Françoise Yip,1972,
nm0876603,Bill Tung,1933,2006
nm0867262,Stanley Tong,1960,
nm0849282,Edward Tang,1946,
nm0530853,Fibe Ma,,
nm0876602,Barbie Tung,,
nm0006254,J. Peter Robinson,1945,
nm0005907,Luciano Tovoli,1936,
nm0000553,Liam Neeson,1952,
nm0000411,Edward Furlong,1977,
nm0919733,Julia Weldon,1983,
nm0775447,Barbet Schroeder,1941,
nm0114595,Rosellen Brown,1939,
nm0389098,Susan Hoffman,,
nm0000335,Glenn Close,1947,
nm0086282,Jon Blair,1950,
nm0290833,Anne Frank,1929,1945
nm0002301,Carl Davis,1936,2023
nm0010096,Barry Ackroyd,1954,
nm0826112,Karin Steininger,,
nm0846246,Hubert Taczanowski,1960,
nm0640560,Hugh O'Conor,1975,
nm0792029,Antony Sher,1949,2021
nm0036653,Tobias Arnold,,
nm0790689,Ruth Sheen,1950,
nm0743239,Benjamin Ross,1964,
nm0712575,Jeff Rawle,1951,
nm0853131,Sam Taylor,,
nm0485528,Rob Lane,,
nm0834696,Frank Strobel,1966,
nm0678756,Charlton Pettus,,
nm0000572,Sarah Jessica Parker,1965,
nm0769703,Eric Schaeffer,1962,
nm0001774,Ben Stiller,1965,
nm0000512,Elle Macpherson,1964,
nm0819045,Tony Spiridakis,1958,
nm0420743,Bradley Jenkel,,
nm0471097,Brad Krevoy,,
nm0820925,Steven Stabler,,
nm0004491,Amanda Kravat,1966,
nm0434929,Terry Kahn,,
nm0000273,Alan Arkin,1934,2023
nm0001797,Rachel Ticotin,1958,
nm0001592,Joe Pantoliano,1951,
nm0001112,Andrew Davis,1946,
nm0876051,Teresa Tucker-Davies,,
nm0673772,Frank Ray Perilli,1925,2018
nm0088271,Lee Blessing,,
nm0086587,Jeanne Blake,,
nm0504598,Pierre Letarte,,
nm0605601,Johnny Morina,,
nm0233188,Brian Dooley,,
nm0227767,Philip Dinn,1949,2013
nm0909615,Des Walsh,,
nm0334601,Sam Grana,,
nm0524008,Claudio Luca,,
nm0810556,Neil Smolar,,
nm0588883,Marcus Miller,1959,
nm0002101,Robin Givens,1964,
nm0000932,Halle Berry,1966,
nm0004979,David Alan Grier,1956,
nm0399737,Reginald Hudlin,1961,
nm0087904,Barry W. Blaustein,1955,
nm0790775,David Sheffield,,
nm0004976,Brian Grazer,1951,
nm0399738,Warrington Hudlin,1952,
nm0306473,Roel A. García,,
nm0510857,Brigitte Lin,1954,
nm0437580,Takeshi Kaneshiro,1973,
nm0504897,Tony Leung Chiu-wai,1962,
nm0910947,Faye Wong,1969,
nm0939182,Kar-Wai Wong,1956,
nm0151176,Yi-kan Chan,,
nm0311508,Jeffrey Lau,,
nm0150894,Frankie Chan,1951,
nm0301704,Michael Galasso,1949,2009
nm0860384,Kevin Thompson,,
nm0000099,Patricia Arquette,1968,
nm0000495,Téa Leoni,1966,
nm0001546,Mary Tyler Moore,1936,2017
nm0751102,David O. Russell,1958,
nm0799003,Dean Silvers,,
nm0006059,Stephen Endelman,1962,
nm0854403,Christopher Tellefsen,,
nm0359060,Tim Hampton,1948,2013
nm0725284,Jason James Richter,1980,
nm0443139,Melody Kay,1979,
nm0085312,Jack Black,1969,
nm0278092,Carole Finn,1969,
nm0003423,Peter MacDonald,1939,
nm0006639,Jeff Lieberman,1947,
nm0003369,Karin Howard,,
nm0256779,Michael Ende,1929,1995
nm0312083,Dieter Geissler,1939,
nm0169012,Maggie Cogan,,
nm0624516,Michel Negroponte,,
nm0604666,Gabriel Morgan,,
nm0602568,Beo Morales,,
nm0930183,Brooks Williams,,
nm0357023,Colleen Halsey,,
nm0001038,Josh Charles,1971,
nm0000162,Anne Heche,1969,2022
nm0000422,John Goodman,1952,
nm0001441,Christine Lahti,1950,
nm0330057,Bryan Gordon,,
nm0005739,Bernd Heinl,1947,
nm0000325,David Caruso,1956,
nm0001077,Richard Crenna,1926,2003
nm0001243,William Friedkin,1935,2023
nm0000390,Joe Eszterhas,1944,
nm0011867,Gary Adelson,1953,
nm0062332,Craig Baumgarten,1949,
nm0263172,Robert Evans,1930,2019
nm0001288,Kelsey Grammer,1955,
nm0000452,Lauren Holly,1963,
nm0001705,Rob Schneider,1963,
nm0001765,Harry Dean Stanton,1926,2017
nm0911486,David S. Ward,1945,
nm0933505,Hugh Wilson,1943,2018
nm0476065,Andrew Kurtzman,,
nm0906997,Eliot Wald,1946,2003
nm0813367,Ken Solomon,,
nm0668150,Vivian Paxton,,
nm0840066,Claudette Sutherland,1939,
nm0650355,Michael Ornstein,1963,
nm0058786,Cal Bartlett,1935,
nm0787257,Dirk Shafer,1962,2015
nm0444758,Matt Keener,,
nm0029640,Peitor Angell,,
nm0863558,Stephen Timberlake,,
nm0798652,Barry S. Silver,,
nm0630090,David Nicksay,1952,
nm0000602,Robert Redford,1936,
nm0000330,Stockard Channing,1944,
nm0001505,Joe Mantegna,1947,
nm0000816,Jon Avnet,1949,
nm0225820,Joan Didion,1934,2021
nm0242869,John Gregory Dunne,1932,2003
nm1086191,Alanna Nash,1950,
nm0449549,Jordan Kerner,,
nm0561938,Elaine May,1932,
nm0001447,Nathan Lane,1956,
nm0001848,Dianne Wiest,1946,
nm0001566,Mike Nichols,1931,2014
nm0688497,Jean Poiret,1926,1992
nm0891554,Francis Veber,1937,
nm0596850,Édouard Molinaro,1928,2013
nm0200473,Marcello Danon,1920,1997
nm0611673,Jack Mulcahy,,
nm0569458,Michael McGlone,,
nm0122653,Edward Burns,1968,
nm0016589,Shari Albert,,
nm0279460,Dick Fisher,,
nm0250738,Seamus Egan,1969,
nm0000226,Will Smith,1968,
nm0001454,Martin Lawrence,1965,
nm0102288,Lisa Boyle,1964,
nm0848075,Michael Taliferro,1961,2006
nm0000881,Michael Bay,1965,
nm0303032,George Gallo,1956,
nm0057398,Michael Barrie,,
nm0611848,Jim Mulholland,,
nm0002332,Stephen Lang,1952,
nm0805429,Ryan Slater,1983,
nm0227629,Yi Ding,,
nm0270505,Wang Fei,,
nm0128883,Christopher Cain,1943,
nm0928230,John Wilcox,,
nm0020163,Steven Alldredge,,
nm0745087,Jeff Rothberg,1957,2009
nm0253214,Laurice Elehwany,,
nm0000138,Leonardo DiCaprio,1974,
nm0000966,Lorraine Bracco,1954,
nm0812427,Marilyn Sokol,1944,
nm0534944,James Madio,1975,
nm0436284,Scott Kalvert,1964,2014
nm0140860,Jim Carroll,1949,2009
nm0326734,Bryan Goluboff,,
nm0375353,Liz Heller,,
nm0544307,John Bard Manulis,1956,
nm0366880,Richard Hartley,1944,
nm0000424,Hugh Grant,1960,
nm0000614,Alan Rickman,1946,2016
nm0146061,Georgina Cates,1975,
nm0035605,Alun Armstrong,1946,
nm0001565,Mike Newell,1942,
nm0047748,Beryl Bainbridge,1932,2010
nm0939606,Charles Wood,1932,2020
nm0245495,Hilary Heath,1945,2020
nm0385472,Philip Hinchcliffe,1944,
nm0002843,Steve Rosenzweig,,
nm0001376,Isabelle Huppert,1953,
nm0233027,Martin Donovan,,
nm0530581,Elina Löwensohn,1966,
nm0949433,Damian Young,,
nm0001325,Hal Hartley,1959,
nm0394046,Ted Hope,1962,
nm0852563,Jeffrey Taylor,,
nm0818785,Michael Spiller,,
nm0358172,Steve Hamilton,,
nm0000200,Bill Paxton,1955,2017
nm0000641,Gary Sinise,1955,
nm0000165,Ron Howard,1954,
nm0522554,Jim Lovell,1928,
nm0460200,Jeffrey Kluger,,
nm0115310,William Broyles Jr.,1944,
nm0718031,Al Reinert,1947,2018
nm0005776,Karl Walter Lindenlaub,1957,
nm0001448,Jessica Lange,1949,
nm0000457,John Hurt,1940,2017
nm0001994,Michael Caton-Jones,1957,
nm0788991,Alan Sharp,1934,2013
nm0112666,Peter Broughan,,
nm0413970,Richard Jackson,,
nm0001980,Carter Burwell,1954,
nm0004302,Ken Kelsch,1947,2023
nm0000666,Lili Taylor,1967,
nm0001711,Annabella Sciorra,1960,
nm0004908,Edie Falco,1963,
nm0001206,Abel Ferrara,1951,
nm0820669,Nicholas St. John,,
nm0360173,Denis Hann,,
nm0837875,Fernando Sulichin,,
nm0217137,Joe Delia,,
nm0000318,Tim Burton,1958,
nm0000169,Tommy Lee Jones,1946,
nm0001708,Joel Schumacher,1939,2020
nm0004170,Bob Kane,1915,1998
nm0060761,Lee Batchler,1950,
nm0060760,Janet Scott Batchler,,
nm0326040,Akiva Goldsman,1962,
nm0005916,Sacha Vierny,1919,2001
nm0000366,Catherine Deneuve,1943,
nm0814799,Jean Sorel,1934,
nm0681566,Michel Piccoli,1925,2020
nm0656180,Geneviève Page,1927,
nm0000320,Luis Buñuel,1900,1983
nm0450262,Joseph Kessel,1898,1979
nm0140643,Jean-Claude Carrière,1931,2021
nm0354623,Raymond Hakim,1909,1980
nm0354624,Robert Hakim,1907,1992
nm0818731,Barry Spikings,1939,
nm0461931,U Aung Ko,,
nm0000531,Frances McDormand,1957,
nm0336960,Spalding Gray,1941,2004
nm0000958,John Boorman,1933,
nm0489620,Alex Lasker,,
nm0747911,Bill Rubenstein,,
nm0687203,Eric Pleskow,1924,2019
nm0753251,Sean Ryerson,,
nm0680355,Diana Phillips,,
nm0715563,Lou Reed,1942,2013
nm0001683,Roseanne Barr,1952,
nm0000808,Paul Auster,1947,
nm0911061,Wayne Wang,1949,
nm0910905,Harvey Wang,,
nm0425169,Greg Johnson,,
nm0628226,Peter Newman,,
nm0005549,Haskell Wexler,1922,2015
nm0001006,John Candy,1950,1994
nm0000257,Alan Alda,1936,
nm0674231,Rhea Perlman,1948,
nm0001629,Kevin Pollak,1957,
nm0601619,Michael Moore,1954,
nm0113360,David Brown,1916,2010
nm0745272,Ron Rotholz,1956,
nm0000930,Elmer Bernstein,1922,2004
nm0003367,Peter Bernstein,1951,
nm0001550,Cathy Moriarty,1960,
nm0001385,Eric Idle,1943,
nm0797869,Brad Silberling,1963,
nm0649866,Joseph Oriolo,1913,1985
nm0832300,Sherri Stoner,1959,
nm0646818,Deanna Oliver,1952,
nm0933213,Colin Wilson,,
nm0768434,Malik Hassan Sayeed,1969,
nm0001806,John Turturro,1957,
nm0001616,Mekhi Phifer,1974,
nm0000490,Spike Lee,1957,
nm0697115,Richard Price,1949,
nm0005966,Terence Blanchard,1962,
nm0001473,Laura Linney,1964,
nm0909620,Dylan Walsh,1963,
nm0001368,Ernie Hudson,1945,
nm0000341,Michael Crichton,1942,2008
nm0788234,John Patrick Shanley,1950,
nm0580303,Sam Mercer,,
nm0000243,Denzel Washington,1954,
nm0002023,Matt Craven,1956,
nm0001716,Tony Scott,1944,2012
nm0771512,Michael Schiffer,,
nm0377543,Richard P. Henrick,1949,
nm0190054,Robert Crumb,1943,
nm0959062,Terry Zwigoff,1949,
nm0640804,Lynn O'Donnell,1953,1996
nm0091153,David Boeddinghaus,,
nm0016662,Maryse Alberti,1954,
nm0515309,Victor Livingston,,
nm0000161,Salma Hayek,1966,
nm0021835,Joaquim de Almeida,1957,
nm0001507,Cheech Marin,1946,
nm0096115,Bill Borden,,
nm0521233,Los Lobos,,
nm0600044,Cecilia Montiel,1955,
nm0001744,Tom Sizemore,1961,2023
nm0000884,Jennifer Beals,1963,
nm0000332,Don Cheadle,1964,
nm0002083,Carl Franklin,1949,
nm0608859,Walter Mosley,1952,
nm0064106,Jesse Beaton,,
nm0324556,Gary Goetzman,1952,
nm0579977,Peter Menzies Jr.,,
nm0000460,Jeremy Irons,1948,
nm0000168,Samuel L. Jackson,1948,
nm0001295,Graham Greene,1952,
nm0001532,John McTiernan,1951,
nm0861636,Roderick Thorp,1936,1999
nm0846333,Michael Tadross,,
nm0220149,Thérèse DePrez,1965,2017
nm0001166,James Duval,1972,
nm0000535,Rose McGowan,1973,
nm0000628,Johnathon Schaech,1969,
nm0930317,Cress Williams,1970,
nm0000777,Gregg Araki,1959,
nm0818304,Andrea Sperling,,
nm0309817,Dan Gatto,,
nm0269860,Jim Fealy,,
nm0569636,Kate McGowan,,
nm0000125,Sean Connery,1930,2020
nm0000152,Richard Gere,1949,
nm0002027,Ben Cross,1947,2020
nm0958387,Jerry Zucker,1950,
nm0131661,Lorne Cameron,,
nm0395924,David Hoselton,,
nm0629933,William Nicholson,1948,
nm0523324,Hunt Lowry,,
nm0506681,Jennie Lew Tugend,,
nm0000514,Michael Madsen,1957,
nm0135584,Francis Capra,1983,
nm0770788,Mary Kate Schellhardt,1978,
nm0514546,Dwight H. Little,1956,
nm0418321,Karen Janszen,,
nm0088097,Corey Blechman,,
nm0560469,John Mattson,,
nm0907929,Keith Walker,1935,1996
nm0695460,Guy Pratt,1962,
nm0001538,Jonny Lee Miller,1972,
nm0001401,Angelina Jolie,1975,
nm0103038,Jesse Bradford,1979,
nm0000498,Matthew Lillard,1970,
nm0812200,Iain Softley,1958,
nm0604360,Rafael Moreu,,
nm0679017,Michael Peyser,,
nm0003515,Ralph Winter,,
nm0005972,Simon Boswell,1956,
nm0919117,Michael T. Weiss,1962,
nm0414772,Peter Jacobson,1965,
nm0147296,Tom Cayler,,
nm2259353,Christopher Ashley,,
nm0397411,Paul Rudnick,1957,
nm0051102,Mark Balsam,,
nm0561777,Mitchell Maxwell,,
nm0561831,Victoria Maxwell,,
nm0698832,François Protat,1945,2019
nm0000206,Keanu Reeves,1964,
nm0000185,Dolph Lundgren,1957,
nm0000539,Dina Meyer,1968,
nm0001384,Ice-T,1958,
nm0519434,Robert Longo,1953,
nm0317218,William Gibson,1948,
nm0138502,Don Carmody,1951,
nm0002217,Mychael Danna,1958,
nm0006075,Brad Fiedel,1951,
nm0211823,Steven E. de Souza,1947,
nm0000800,Armand Assante,1949,
nm0001638,Jürgen Prochnow,1941,
nm0134176,Danny Cannon,1968,
nm0905957,John Wagner,1949,
nm0264338,Carlos Ezquerra,1947,2018
nm0006894,Michael De Luca,1965,
nm0936537,William Wisher,,
nm0006997,Peter M. Lenkov,1964,
nm0000119,Tia Carrere,,
nm0001804,Stanley Tucci,1960,
nm0236519,Brian Doyle-Murray,1945,
nm0287198,John Fortenberry,,
nm0930062,Barbara Williams,1953,
nm0011339,Samantha Adams,,
nm0866063,Neil Tolkin,,
nm0070004,Yoram Ben-Ami,,
nm0280559,Leo Fitzpatrick,1978,
nm0682399,Justin Pierce,1975,2000
nm0001721,Chloë Sevigny,,
nm1344991,Sarah Henderson,,
nm0164187,Larry Clark,1943,
nm0005101,Harmony Korine,1973,
nm0055261,Lou Barlow,1966,
nm0204863,John Davis,,
nm0174603,Dana Congdon,,
nm0000114,Steve Buscemi,1957,
nm0001416,Catherine Keener,1959,
nm0903272,Danielle von Zerneck,1965,
nm0001139,Tom DiCillo,1953,
nm1725808,Michael Griffiths,,
nm0899553,Marcus Viscidi,1955,
nm0267762,Jim Farmer,,
nm0697910,Frank Prinzi,,
nm0362183,Steve Hardie,,
nm0000836,Scott Bakula,1954,
nm0640413,Kevin J. O'Connor,1963,
nm0249460,J. Trevor Edmond,1969,
nm0901926,Daniel von Bargen,1950,2015
nm0000850,Clive Barker,1952,
nm0783280,JoAnne Sellar,,
nm0773180,Rohn Schmidt,1969,
nm0062328,Alan Baumgarten,1957,
nm0054634,Alain Baril,,
nm0004959,Thomas Gibson,,
nm0551154,Ruth Marshall,,
nm0051621,Cameron Bancroft,1967,
nm0000477,Mia Kirshner,1975,
nm0000780,Denys Arcand,1941,
nm0292081,Brad Fraser,1959,
nm0292024,Roger Frappier,1945,
nm0003553,John McCarthy,,
nm0765477,Paul Sarossy,1963,
nm0293435,Jeff Freeman,,
nm0000563,Chris O'Donnell,1970,
nm0000106,Drew Barrymore,1975,
nm0149708,Richard Chaim,1976,
nm0000944,Antonia Bird,1951,2013
nm0590360,Paula Milne,1947,
nm0543911,David Manson,,
nm0003983,Andy Roberts,1946,
nm0848712,Fred Tammes,1937,
nm0003140,David Klein,1972,
nm0001147,Shannen Doherty,1971,
nm0518718,Jeremy London,1972,
nm0005134,Jason Lee,1970,
nm0001231,Claire Forlani,1971,
nm0003620,Kevin Smith,1970,
nm0199733,Sean Daniel,1951,
nm0413208,James Jacks,1947,2014
nm0608714,Scott Mosier,1971,
nm0627673,Ira Newborn,1949,
nm0039074,Karan Ashley,1975,
nm0097765,Johnny Yong Bosch,1976,
nm0136399,Steve Cardenas,1974,
nm0290969,Jason David Frank,1973,2022
nm0818465,Bryan Spicer,,
nm0436960,John Kamps,,
nm0647592,Arne Olsen,,
nm0536805,Haim Saban,1944,
nm0010574,Peter R. Adam,1957,2023
nm0958461,Marina Zudina,1965,
nm0728004,Fay Ripley,1966,
nm0724084,Evan Richards,,
nm0946160,Oleg Yankovskiy,1944,2009
nm0909026,Anthony Waller,1959,
nm0118212,Alexander Buchman,,
nm0812105,Norbert Soentgen,,
nm0386556,Wilbert Hirsch,1961,
nm0921258,Egon Werdin,1954,2018
nm0502601,David Leonard,,
nm0001228,Peter Fonda,1940,2019
nm0711846,Nic Ratner,,
nm0311297,Karl Geary,1972,
nm0021899,Michael Almereyda,1959,
nm0387646,Amy Hobby,,
nm0842156,Mary Sweeney,1953,
nm0279842,Simon Fisher-Turner,1954,
nm0002681,Jim Denault,1960,
nm0000562,Jeremy Northam,1961,
nm0588222,Dennis Miller,1953,
nm0000832,Diane Baker,1938,
nm0104335,John Brancato,1958,
nm0274905,Michael Ferris,1961,
nm0705365,Mark Radcliffe,1952,
nm0001060,Chris Columbus,1958,
nm0105317,Patrick Braoudé,1954,
nm0055431,Michael Barnathan,,
nm0291950,Anne François,1952,
nm2917269,Grace Hartley,,
nm0806252,Michael Slovis,,
nm0000205,Parker Posey,1968,
nm0870168,Omar Townsend,,
nm1338532,The Lady Bunny,1962,
nm0659397,Lum Chang Pang,,
nm0902939,Daisy von Scherler Mayer,,
nm0083326,Harry Birckmayer,1963,
nm0300760,Sheila Gaffney,,
nm0467978,Stephanie Koules,,
nm0762863,Anton Sanko,,
nm0059960,Sonny Baskin,,
nm0000480,Elias Koteas,1961,
nm0000515,Virginia Madsen,1961,
nm0927074,Gregory Widen,1958,
nm0812373,Joel Soisson,,
nm0930392,David Williams,,
nm0002709,Richard Clabaugh,,
nm0424681,Bruce Douglas Johnson,,
nm0073490,Michael Berenbaum,1962,
nm0001201,Mia Farrow,1945,
nm0001282,Tony Goldwyn,1960,
nm0057546,Juana Barrios,,
nm0373840,Mike Heibeck,,
nm0720000,Norman René,1950,1996
nm0524108,Craig Lucas,1951,
nm0442080,Amy J. Kaufman,,
nm0005695,Frederick Elmes,1946,
nm0529071,James Lyons,1960,2007
nm0075359,Xander Berkeley,1955,
nm0606487,Dean Norris,1963,
nm0121313,Julie Burgess,,
nm0001331,Todd Haynes,1961,
nm0882927,Christine Vachon,1962,
nm0952388,Lauren Zalaznick,,
nm0866927,Ed Tomney,,
nm0626124,Alex Nepomniaschy,1955,
nm0004287,Alex Thomson,1929,2007
nm0000198,Gary Oldman,1958,
nm0000380,Robert Duvall,1931,
nm0427104,Lisa Andoh,,
nm0423646,Roland Joffé,1945,
nm0370426,Nathaniel Hawthorne,1804,1864
nm0829343,Douglas Day Stewart,,
nm0005911,Jost Vacano,1934,
nm0000924,Elizabeth Berkley,1972,
nm0001492,Kyle MacLachlan,1959,
nm0000153,Gina Gershon,1962,
nm0687625,Glenn Plummer,1961,
nm0000682,Paul Verhoeven,1938,
nm0262622,Charles Evans,1926,2007
nm0550728,Alan Marshall,1938,
nm0000458,William Hurt,1950,2022
nm0002064,Giancarlo Esposito,1958,
nm0959242,José Zúñiga,1965,
nm0386355,Kenzô Horikoshi,,
nm0475860,Hisami Kuroiwa,,
nm0000598,Dennis Quaid,1954,
nm0001687,Gena Rowlands,1930,
nm0002120,Lasse Hallström,1946,
nm0451884,Callie Khouri,1957,
nm0843123,Anthea Sylbert,1939,
nm0918463,Paula Weinstein,1945,
nm0696161,Graham Preskett,1948,
nm0119322,Conrad Buff IV,1948,
nm0000449,Natasha Henstridge,1974,
nm0001426,Ben Kingsley,1943,
nm0000547,Alfred Molina,1953,
nm0002044,Roger Donaldson,1945,
nm0271022,Dennis Feldman,,
nm0541548,Frank Mancuso Jr.,1958,
nm0005647,Andrzej Bartkowiak,1950,
nm0005772,Matthew F. Leonetti,1941,
nm0000146,Ralph Fiennes,1962,
nm0000941,Kathryn Bigelow,1951,
nm0000116,James Cameron,1954,
nm0168379,Jay Cocks,1944,
nm0415498,Steven-Charles Jaffe,1951,
nm0854042,Monique Teisseire,,
nm0144875,Nino Castelnuovo,1936,2021
nm0894636,Anne Vernon,1924,
nm0584879,Marc Michel,1929,2016
nm0218840,Jacques Demy,1931,1990
nm0090776,Mag Bodard,1916,2019
nm0704880,Jean Rabier,1927,2016
nm0182884,Anne-Marie Cotret,1930,
nm0587660,Cynthia Millar,,
nm0000664,Patrick Swayze,1952,2009
nm0001512,Mary Elizabeth Mastrantonio,1958,
nm0001515,Joseph Mazzello,1983,
nm0612622,Seth Mumy,1989,
nm0004838,Martha Coolidge,1946,
